time,Cdh1,Trim,Clb,Sic,PTrim,PClb,SBF,IE,Cdc20a,Cdc20,Swe1,Swe1M,PSwe1,PSwe1M,Mih1a,Mcm,BE,Cln,mass
54.0,34.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
55.0,35.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
56.0,35.99263656,-0.915589325,0.18453673000000004,1.0035491784,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
57.0,35.99263656,0.08441067499999999,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
58.0,36.99263656,0.08441067499999999,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
59.0,37.99263656,0.08441067499999999,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
60.0,37.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
61.0,37.99263656,0.08441067499999999,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
62.0,37.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
63.0,36.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.87594536,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
64.0,36.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-2.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
