t,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
4.76000000000000000E+02,6.82182444400644625E-09,1.17590611691108619E-02,1.15134504616919994E-06,3.79799760318459897E-02,1.18769350233904359E-07,3.94242767550056963E-03,5.51431924011558902E-08,2.00011647189055584E-03,7.06364611809367934E-10,8.69773109203196865E-13,1.58213902780781891E-05,2.44220010322788316E-10,2.30017456622936895E-08,1.35246248676027272E-05,9.35301985605042143E-06,3.33118966992881144E-08,9.22300946548671382E-15,7.98594838555198657E-09,2.00334329367792348E-07,2.86841649265661878E-04,3.03783525855773340E-03,7.95503374011430504E-08
4.93000000000000000E+02,6.46019689655722831E-09,1.17590609407542436E-02,1.09031182646047621E-06,3.79799766559864999E-02,1.12473299680887385E-07,3.94242619667552543E-03,5.22200207999294320E-08,2.00011611611461415E-03,6.68920470458393538E-10,8.23665233285339428E-13,1.58214131290313778E-05,2.31274237761009036E-10,2.30017456622936895E-08,1.35246352940208705E-05,9.35303696954489780E-06,3.33118614251554289E-08,8.27110293783438522E-15,7.56261018088346341E-09,2.03449732279801948E-07,2.86841649287302499E-04,3.03783530224662575E-03,7.53333448037724674E-08
5.10000000000000000E+02,6.11773936945738265E-09,1.17590607245290340E-02,1.03251399877747357E-06,3.79799772497163429E-02,1.06511009494291833E-07,3.94242479658889373E-03,4.94518087271547202E-08,2.00011577934397066E-03,6.33461204337764675E-10,7.80001643789087968E-13,1.58214347676464075E-05,2.19014681923339825E-10,2.30017456622936895E-08,1.35246451689434833E-05,9.35305317568276482E-06,3.33118280246071133E-08,7.41744235645328419E-15,7.16171331670678385E-09,2.06399986485917177E-07,2.86841649326554900E-04,3.03783534380441247E-03,7.13398965067687435E-08
5.27000000000000000E+02,5.79343566918684728E-09,1.17590605197907608E-02,9.77780057219047332E-07,3.79799778145058012E-02,1.00864786795499822E-07,3.94242347104844550E-03,4.68303417256576218E-08,2.00011546056338930E-03,5.99881601716827520E-10,7.38652761042950096E-13,1.58214552582413495E-05,2.07404971323899509E-10,2.30017456622936895E-08,1.35246545215398225E-05,9.35306852257022705E-06,3.33117963981250549E-08,6.65188787624549589E-15,6.78206817951939782E-09,2.09193846430070667E-07,2.86841649381485895E-04,3.03783538333425021E-03,6.75581425521690794E-08
5.44000000000000000E+02,5.48632341371883014E-09,1.17590603259291621E-02,9.25947577557331481E-07,3.79799783517547410E-02,9.55178756382200213E-08,3.94242221608491483E-03,4.43478403505992484E-08,2.00011515881183414E-03,5.68082021664472339E-10,6.99495868079059322E-13,1.58214746617257365E-05,1.96410660020852774E-10,2.30017456622936928E-08,1.35246633794380885E-05,9.35308305576580875E-06,3.33117664514720208E-08,5.96534603804887533E-15,6.42254815553687213E-09,2.11839602977019452E-07,2.86841649450319939E-04,3.03783542093435336E-03,6.39768604820160227E-08
5.61000000000000000E+02,5.19549130199955509E-09,1.17590601423664346E-02,8.76862756534447743E-07,3.79799788627958185E-02,9.04544094732620422E-08,3.94242102794062962E-03,4.19969380874904522E-08,2.00011487317968079E-03,5.37968111440201178E-10,6.62414762307612173E-13,1.58214930357726223E-05,1.85999129961780022E-10,2.30017456622936928E-08,1.35246717688035729E-05,9.35309681840924521E-06,3.33117380954248227E-08,5.34966205533668491E-15,6.08208643125071534E-09,2.14345106933696586E-07,2.86841649531426881E-04,3.03783545669822136E-03,6.05854234981614460E-08
5.78000000000000000E+02,4.92007631373219894E-09,1.17590599685554551E-02,8.30379939325602527E-07,3.79799793488978174E-02,8.56593623938878857E-08,3.94241990305787930E-03,3.97706587113457892E-08,2.00011460280587281E-03,5.09450516653479091E-10,6.27299398321369647E-13,1.58215104349984439E-05,1.76139490823080125E-10,2.30017456622936895E-08,1.35246797144182456E-05,9.35310985135495987E-06,3.33117112454946968E-08,4.79752272311333759E-15,5.75967271399009645E-09,2.16717793171993467E-07,2.86841649623311009E-04,3.03783549071486633E-03,5.73737678090450184E-08
5.95000000000000000E+02,4.65926118105771314E-09,1.17590598039781537E-02,7.86361192857281031E-07,3.79799798112686535E-02,8.11185051125206684E-08,3.94241883806838774E-03,3.76623958459692594E-08,2.00011434687535038E-03,4.82444619564024889E-10,5.94045565383633547E-13,1.58215269111208207E-05,1.66802489573547434E-10,2.30017456622936928E-08,1.35246872397534471E-05,9.35312219329082856E-06,3.33116858216831136E-08,4.30236963137212317E-15,5.45435027152804914E-09,2.18964702409651504E-07,2.86841649724601134E-04,3.03783552306902431E-03,5.43323631469490590E-08
6.12000000000000000E+02,4.41227195979587804E-09,1.17590596481440025E-02,7.44675895913257325E-07,3.79799802510582610E-02,7.68183626701270818E-08,3.94241782978322318E-03,3.56658933291071927E-08,2.00011410461659479E-03,4.56870287680582817E-10,5.62554577625473967E-13,1.58215425131143338E-05,1.57960423593967516E-10,2.30017456622936928E-08,1.35246943670389846E-05,9.35313388085388242E-06,3.33116617482397444E-08,3.85832125651173963E-15,5.16521308857573530E-09,2.21092502133664023E-07,2.86841649834040880E-04,3.03783555384135647E-03,5.14521844461577988E-08
6.29000000000000000E+02,4.17837573288507239E-09,1.17590595005885225E-02,7.05200351544894116E-07,3.79799806693613198E-02,7.27461744472224022E-08,3.94241687518323818E-03,3.37752266468009319E-08,2.00011387529929526E-03,4.32651636039083858E-10,5.32732981112612992E-13,1.58215572873545858E-05,1.49587058522046084E-10,2.30017456622936895E-08,1.35247011173290528E-05,9.35314494873846732E-06,3.33116389534393085E-08,3.46010310126268488E-15,4.89140317819167687E-09,2.23107506384897723E-07,2.86841649950481212E-04,3.03783558310864558E-03,4.87246850626550569E-08
6.46000000000000000E+02,3.95687843550705246E-09,1.17590593608719127E-02,6.67817420015110716E-07,3.79799810672199339E-02,6.88898562937527439E-08,3.94241597141004041E-03,3.19847853517041262E-08,2.00011365823215452E-03,4.09716802072611062E-10,5.04492276439948886E-13,1.58215712777569181E-05,1.41657550447136564E-10,2.30017456622936928E-08,1.35247075105642542E-05,9.35315542979955132E-06,3.33116173693663532E-08,3.10298504452656322E-15,4.63210803571310463E-09,2.25015694494454090E-07,2.86841650072871754E-04,3.03783561094398075E-03,4.61417714127748124E-08
6.63000000000000000E+02,3.74712279550853154E-09,1.17590592285777302E-02,6.32416171199624782E-07,3.79799814456261223E-02,6.52379646667396617E-08,3.94241511575742741E-03,3.02892564136054500E-08,2.00011345276079715E-03,3.87997732412617090E-10,4.77748656038028698E-13,1.58215845259081277E-05,1.34148372226756793E-10,2.30017456622936928E-08,1.35247135656302707E-05,9.35316535515070101E-06,3.33115969317105706E-08,2.78272515718117974E-15,4.38655822769209823E-09,2.26822728826780533E-07,2.86841650200253962E-04,3.03783563741692958E-03,4.36957789563198298E-08
6.80000000000000000E+02,3.54848638300402677E-09,1.17590591033116636E-02,5.98891555414149415E-07,3.79799818055241295E-02,6.17796626692334585E-08,3.94241430566328113E-03,2.86836084526602582E-08,2.00011325826580542E-03,3.67429980988958173E-10,4.52422755410667123E-13,1.58215970711869117E-05,1.27037243706549270E-10,2.30017456622936895E-08,1.35247193004142038E-05,9.35317475425521376E-06,3.33115775795809127E-08,2.49551931651200624E-15,4.15402510865940235E-09,2.28533971582202988E-07,2.86841650331754350E-04,3.03783566259370778E-03,4.13794494528385411E-08
6.97000000000000000E+02,3.36037976337114491E-09,1.17590589847003466E-02,5.67144091690947750E-07,3.79799821478127991E-02,5.85046878897743849E-08,3.94241353870190565E-03,2.71630768085038545E-08,2.00011307416084541E-03,3.47952517829964331E-10,4.28439417564275020E-13,1.58216089508836281E-05,1.20303065637057562E-10,2.30017456622936895E-08,1.35247247318569630E-05,9.35318365501461574E-06,3.33115592553192843E-08,2.23795602080100000E-15,3.93381865893100037E-09,2.30154500708746214E-07,2.86841650466577818E-04,3.03783568653734001E-03,3.91859094235599950E-08
7.14000000000000000E+02,3.18224474815692520E-09,1.17590588723902514E-02,5.37079572579823723E-07,3.79799824733476760E-02,5.54033219468984391E-08,3.94241281257675259E-03,2.57231494009167008E-08,2.00011289989090275E-03,3.29507547995628390E-10,4.05727469929310381E-13,1.58216202003102062E-05,1.13925857091515664E-10,2.30017456622936928E-08,1.35247298760033888E-05,9.35319208385111888E-06,3.33115419043302627E-08,2.00697586742177624E-15,3.72528543703690589E-09,2.31689124970460660E-07,2.86841650604002178E-04,3.03783570930781302E-03,3.71086497550690141E-08
7.31000000000000000E+02,3.01355273870470258E-09,1.17590587660466196E-02,5.08608784597623020E-07,3.79799827829431086E-02,5.24663616482843034E-08,3.94241212511355424E-03,2.43595533400702362E-08,2.00011273493061080E-03,3.12040340106969347E-10,3.84219513111046380E-13,1.58216308529052131E-05,1.07886696199294985E-10,2.30017456622936928E-08,1.35247347480497061E-05,9.35320006578608829E-06,3.33115254749183288E-08,1.79983521309797762E-15,3.52780664069414884E-09,2.33142398216969738E-07,2.86841650743372301E-04,3.03783573096221915E-03,3.51415063841963433E-08
7.48000000000000000E+02,2.85380315758618629E-09,1.17590586653524825E-02,4.81647243496734034E-07,3.79799830773741368E-02,4.96850916789308783E-08,3.94241147425380360E-03,2.30682422466103235E-08,2.00011257878266423E-03,2.95499063963103702E-10,3.63851720842207545E-13,1.58216409403327697E-05,1.02167664019426198E-10,2.30017456622936928E-08,1.35247393623884262E-05,9.35320762451413396E-06,3.33115099181345668E-08,1.61407358471427928E-15,3.34079627056910689E-09,2.34518632896583050E-07,2.86841650884095455E-04,3.03783575155489038E-03,3.32786420068069236E-08
7.65000000000000000E+02,2.70252196318412748E-09,1.17590585700077226E-02,4.56114943567039546E-07,3.79799833573784690E-02,4.70512587372941827E-08,3.94241085804859781E-03,2.18453842439441832E-08,2.00011243097632197E-03,2.79834636764481323E-10,3.44563650543273874E-13,1.58216504925771005E-05,9.67517913879150937E-11,2.30017456622936895E-08,1.35247437326508314E-05,9.35321478247360081E-06,3.33114951876301479E-08,1.44748445360130070E-15,3.16369939137988958E-09,2.35821912853073620E-07,2.86841651025636151E-04,3.03783577113754099E-03,3.15145287562093727E-08
7.82000000000000000E+02,2.55926024301767683E-09,1.17590584797281489E-02,4.31936120227412090E-07,3.79799836236582034E-02,4.45570470426116716E-08,3.94241027465279999E-03,2.06873505870928701E-08,2.00011229106598779E-03,2.65000577486256604E-10,3.26298063927823926E-13,1.58216595380322068E-05,9.16230085813611144E-11,2.30017456622936895E-08,1.35247478717470847E-05,9.35322156091338606E-06,3.33114812395170326E-08,1.29808902615633099E-15,2.99599048517856937E-09,2.37056105444092822E-07,2.86841651167511866E-04,3.03783578975938160E-03,2.98439317997865615E-08
7.99000000000000000E+02,2.42359288163624257E-09,1.17590583942446709E-02,4.09039025202274881E-07,3.79799838768815623E-02,4.21950551407129407E-08,3.94240972231951932E-03,1.95907048943611959E-08,2.00011215862986756E-03,2.50952868969928694E-10,3.09000757120168386E-13,1.58216681035856518E-05,8.67660976477196334E-11,2.30017456622936895E-08,1.35247517919045166E-05,9.35322797995578397E-06,3.33114680322384941E-08,1.16411273948487935E-15,2.83717189192664714E-09,2.38224873017183512E-07,2.86841651309289135E-04,3.03783580746724629E-03,2.82618938051723383E-08
8.16000000000000000E+02,2.29511729912889961E-09,1.17590583133025030E-02,3.87355713616095088E-07,3.79799841176844677E-02,3.99582739394713044E-08,3.94240919939486956E-03,1.85521929498663383E-08,2.00011203326869906E-03,2.37649827324243050E-10,2.92620399780730846E-13,1.58216762146983651E-05,8.21666472629507992E-11,2.30017456622936895E-08,1.35247555047037616E-05,9.35323405865615594E-06,3.33114555264453787E-08,1.04396418290442704E-15,2.68677233273630194E-09,2.39331683777444827E-07,2.86841651450579326E-04,3.03783582430570400E-03,2.67637202298797299E-08
8.33000000000000000E+02,2.17345225650601589E-09,1.17590582366603885E-02,3.66821842374039542E-07,3.79799843466721229E-02,3.78400659087012514E-08,3.94240870431302338E-03,1.75687330466611997E-08,2.00011191460454677E-03,2.25051978248023831E-10,2.77108382761446531E-13,1.58216838954804585E-05,7.78110099797686506E-11,2.30017456622936895E-08,1.35247590211128832E-05,9.35323981505956482E-06,3.33114436848785929E-08,9.36216194922808334E-16,2.54434551139522277E-09,2.40379822079098136E-07,2.86841651591035441E-04,3.03783584031716482E-03,2.53449653907291766E-08
8.50000000000000000E+02,2.05823673091633975E-09,1.17590581640898851E-02,3.47376480328927054E-07,3.79799845644204562E-02,3.58341454960729304E-08,3.94240823559155202E-03,1.66374068944014077E-08,2.00011180227966604E-03,2.13121940582024692E-10,2.62418674668590925E-13,1.58216911687619500E-05,7.36862619747754570E-11,2.30017456622936895E-08,1.35247623515197614E-05,9.35324526625381105E-06,3.33114324722597704E-08,8.39588916564254771E-16,2.40946879764399604E-09,2.41372398115425193E-07,2.86841651730348481E-04,3.03783585554198666E-03,2.40014193476330142E-08
8.67000000000000000E+02,1.94912881689005028E-09,1.17590580953746901E-02,3.28961922840605489E-07,3.79799847714775776E-02,3.39345599962967036E-08,3.94240779182687250E-03,1.57554507374214169E-08,2.00011169595540675E-03,2.01824312553738576E-10,2.48507681747023106E-13,1.58216980561633183E-05,6.97801637257791916E-11,2.30017456622936928E-08,1.35247655057633378E-05,9.35325042842182839E-06,3.33114218551816737E-08,7.52934565957968974E-16,2.28174194092062470E-09,2.42312357384494332E-07,2.86841651868244849E-04,3.03783587001857543E-03,2.27290950908671784E-08
8.84000000000000000E+02,1.84580476235655473E-09,1.17590580303099934E-02,3.11523529081658545E-07,3.79799849683650145E-02,3.21356727668906060E-08,3.94240737169024823E-03,1.49202475622792043E-08,2.00011159531123320E-03,1.91125571975807519E-10,2.35334124950757789E-13,1.58217045781565909E-05,6.60811255126834574E-11,2.30017456622936928E-08,1.35247684931612289E-05,9.35325531688733223E-06,3.33114118020135183E-08,6.75223846894398437E-16,2.16078594187849083E-09,2.43202488993811667E-07,2.86841652004482821E-04,3.03783588378347177E-03,2.15242172999669817E-08
9.01000000000000000E+02,1.74795795484321569E-09,1.17590579687018599E-02,2.95009550934940304E-07,3.79799851555791060E-02,3.04321455767172258E-08,3.94240697392359962E-03,1.41293189026147157E-08,2.00011150004371190E-03,1.80993971284375141E-10,2.22858910664295783E-13,1.58217107541287222E-05,6.25781711335904213E-11,2.30017456622936928E-08,1.35247713225389269E-05,9.35325994616251773E-06,3.33114022828030942E-08,6.05533679184605885E-16,2.04624186558382045E-09,2.44045434394159607E-07,2.86841652138850706E-04,3.03783589687144648E-03,2.03832105216708720E-08
9.18000000000000000E+02,1.65529803758127614E-09,1.17590579103666517E-02,2.79370983815930492E-07,3.79799853335921409E-02,2.88189232163311395E-08,3.94240659733584037E-03,1.33803176941261508E-08,2.00011140986561513E-03,1.71399446027360292E-10,2.11045017989082968E-13,1.58217166024377487E-05,5.92609062705014021E-11,2.30017456622936928E-08,1.35247740022551085E-05,9.35326432998994220E-06,3.33113932691897466E-08,5.43036256244968772E-16,1.93776980678839786E-09,2.44843694994294357E-07,2.86841652271163541E-04,3.03783590931558769E-03,1.93026888627279589E-08
9.35000000000000000E+02,1.56755006406833821E-09,1.17590578551305149E-02,2.64561423985509555E-07,3.79799855028534472E-02,2.72912187779593023E-08,3.94240624079937162E-03,1.26710214404232858E-08,2.00011132450508182E-03,1.62313527333509407E-10,1.99857390935119803E-13,1.58217221404671750E-05,5.61194882307772558E-11,2.30017456622936928E-08,1.35247765402256662E-05,9.35326848138290823E-06,3.33113847343198508E-08,4.86989221143155785E-16,1.83504790022131955E-09,2.45599639444341774E-07,2.86841652401261405E-04,3.03783592114736977E-03,1.82794461311498577E-08
9.52000000000000000E+02,1.48445364366519993E-09,1.17590578028287981E-02,2.50536924349529976E-07,3.79799856637906552E-02,2.58444987794791676E-08,3.94240590324655780E-03,1.19993253064256382E-08,2.00011124370475099E-03,1.53709253451999230E-10,1.89262829471351946E-13,1.58217273846789815E-05,5.31445953667168695E-11,2.30017456622936928E-08,1.35247789439484694E-05,9.35327241266548262E-06,3.33113766527651736E-08,4.36726823247227961E-16,1.73777132038509039E-09,2.46315510996432529E-07,2.86841652529007201E-04,3.03783593239674663E-03,1.73104458729097546E-08
9.69000000000000000E+02,1.40576219598127037E-09,1.17590577533056104E-02,2.37255868618978261E-07,3.79799858168106338E-02,2.44744701824977506E-08,3.94240558366663711E-03,1.13632360911589395E-08,2.00011116722101584E-03,1.45561092555620626E-10,1.79229894447941845E-13,1.58217323506613967E-05,5.03274003890085283E-11,2.30017456622936928E-08,1.35247812205245427E-05,9.35327613550800062E-06,3.33113690004485848E-08,3.91652028586007792E-16,1.64565140870461621E-09,2.46993433928129922E-07,2.86841652654284377E-04,3.03783594309221501E-03,1.63928126772389325E-08
9.86000000000000000E+02,1.33124221173239286E-09,1.17590577064133461E-02,2.24678846562484663E-07,3.79799859623004971E-02,2.31770675231886020E-08,3.94240528110265977E-03,1.07608662528831934E-08,2.00011109482328350E-03,1.37844866213272278E-10,1.69728813345245574E-13,1.58217370531754605E-05,4.76595439111717060E-11,2.30017456622936928E-08,1.35247833766793987E-05,9.35327966096198230E-06,3.33113617545721796E-08,3.51229422921065745E-16,1.55841480825310158E-09,2.47635419910098433E-07,2.86841652776995680E-04,3.03783595326088734E-03,1.55238235573965892E-08
1.00300000000000000E+03,1.26067256005159909E-09,1.17590576620122348E-02,2.12768537098831730E-07,3.79799861006285683E-02,2.19484408519442597E-08,3.94240499464863000E-03,1.01904283097309294E-08,2.00011102629327805E-03,1.30537677671655321E-10,1.60731391946726054E-13,1.58217415061997779E-05,4.51331096563887492E-11,2.30017456622936928E-08,1.35247854187826253E-05,9.35328299949326174E-06,3.33113548935476160E-08,3.14978852403414584E-16,1.47580265285786004E-09,2.48243373973583545E-07,2.86841652897060879E-04,3.03783596292855765E-03,1.47008998731322191E-08
1.02000000000000000E+03,1.19384383230461016E-09,1.17590576199699398E-02,2.01489597550471155E-07,3.79799862321452686E-02,2.07849443086379238E-08,3.94240472344678690E-03,9.65022953543860526E-09,2.00011096142438480E-03,1.23617843916170032E-10,1.52210930667329410E-13,1.58217457229708515E-05,4.27406009706384265E-11,2.30017456622936928E-08,1.35247873528670301E-05,9.35328616101258518E-06,3.33113483969341161E-08,2.82469719813237904E-16,1.39756979894024960E-09,2.48819100163404717E-07,2.86841653014415518E-04,3.03783597211976578E-03,1.39215996788333931E-08
1.03700000000000000E+03,1.13055772068963169E-09,1.17590575801611395E-02,1.90808558767692281E-07,3.79799863571840188E-02,1.96831253035357010E-08,3.94240446668504309E-03,9.13866693626289793E-09,2.00011090002102194E-03,1.17064831332934676E-10,1.44142145317808220E-13,1.58217497160229360E-05,4.04749185806073703E-11,2.30017456622936928E-08,1.35247891846462957E-05,9.35328915490523864E-06,3.33113422453765868E-08,2.53315869947189112E-16,1.32348409807570671E-09,2.49364306891284655E-07,2.86841653129009454E-04,3.03783598085785806E-03,1.31836104772968344E-08
1.05400000000000000E+03,1.07062642977784025E-09,1.17590575424671908E-02,1.80693725812287998E-07,3.79799864760620096E-02,1.86397142717562853E-08,3.94240422359454831E-03,8.65422249417810504E-09,2.00011084189805934E-03,1.10859194781101061E-10,1.36501092069847188E-13,1.58217534972255446E-05,3.83293395304279956E-11,2.30017456622936928E-08,1.35247909195318430E-05,9.35329199005898975E-06,3.33113364205474917E-08,2.27171002798946007E-16,1.25332570811565896E-09,2.49880612005395608E-07,2.86841653240805280E-04,3.03783598916504459E-03,1.24847423576243127E-08
1.07100000000000000E+03,1.01387211924834705E-09,1.17590575067757358E-02,1.71115083906008745E-07,3.79799865890810343E-02,1.76516149708716664E-08,3.94240399344738743E-03,8.19545866223838173E-09,2.00011078688025522E-03,1.04982519894715330E-10,1.29265096399257335E-13,1.58217570778178763E-05,3.62974972347756968E-11,2.30017456622936928E-08,1.35247925626489666E-05,9.35329467489015099E-06,3.33113309050938188E-08,2.03724560074261273E-16,1.18688644082713045E-09,2.50369547591167888E-07,2.86841653349777681E-04,3.03783599706245388E-03,1.18229214968807656E-08
1.08800000000000000E+03,9.60126376164013061E-10,1.17590574729803925E-02,1.62044209364716249E-07,3.79799866965281688E-02,1.67158952928545429E-08,3.94240377555440339E-03,7.76101409873694848E-09,2.00011073480172883E-03,9.94173684429467751E-11,1.22412685796296868E-13,1.58217604684429949E-05,3.43733625891724796E-11,2.30017456622936928E-08,1.35247941188518294E-05,9.35329721736886363E-06,3.33113256825839629E-08,1.82698036245495012E-16,1.12396914411422792E-09,2.50832564517604430E-07,2.86841653455911587E-04,3.03783600457018573E-03,1.11961840062315045E-08
1.10500000000000000E+03,9.09229715222137021E-10,1.17590574409804308E-02,1.53454185253945429E-07,3.79799867986765419E-02,1.58297785631048155E-08,3.94240356926313287E-03,7.34959962750313272E-09,2.00011068550545864E-03,9.41472265865853286E-11,1.15923526043391700E-13,1.58217636791804027E-05,3.25512260814714130E-11,2.30017456622936928E-08,1.35247955927376350E-05,9.35329962504309587E-06,3.33113207374570817E-08,1.63841670527644813E-16,1.06438711698830288E-09,2.51271036742595848E-07,2.86841653559201739E-04,3.03783601170735983E-03,1.06026701032976397E-08
1.12200000000000000E+03,8.61031105465090296E-10,1.17590574106804704E-02,1.45319521510193742E-07,3.79799868957859735E-02,1.49906353001765530E-08,3.94240337395585037E-03,6.95999441209068542E-09,2.00011063884281267E-03,8.91564558739922056E-11,1.09778360867060402E-13,1.58217667195731185E-05,3.08256808503166273E-11,2.30017456622936928E-08,1.35247969886607443E-05,9.35330190505997789E-06,3.33113160549819487E-08,1.46931479932653868E-16,1.00796355551334407E-09,2.51686265390281763E-07,2.86841653659651173E-04,3.03783601849216432E-03,1.00406185930639313E-08
1.13900000000000000E+03,8.15387519190433505E-10,1.17590573819901997E-02,1.37616078808888299E-07,3.79799869881036201E-02,1.41959753620272572E-08,3.94240318904770515E-03,6.59104230941796943E-09,2.00011059467309574E-03,8.44302465353748406E-11,1.03958954420717789E-13,1.58217695986595023E-05,2.91916065380965445E-11,2.30017456622936928E-08,1.35247983107449914E-05,9.35330406418837527E-06,3.33113116212068394E-08,1.31766597900708100E-16,9.54531024739113363E-10,2.52079482637166709E-07,2.86841653757270677E-04,3.03783602494189960E-03,9.50836160765738229E-09
1.15600000000000000E+03,7.72163519808627024E-10,1.17590573548241057E-02,1.30320999005670213E-07,3.79799870758646338E-02,1.34434407703727908E-08,3.94240301398503332E-03,6.24164853824029604E-09,2.00011055286313790E-03,7.99545748096365089E-11,9.84480387337047472E-14,1.58217723249967416E-05,2.76441545379975771E-11,2.30017456622936928E-08,1.35247995628960503E-05,9.35330610883743904E-06,3.33113074229239028E-08,1.18166892328510339E-16,9.03930976228141423E-10,2.52451855262704112E-07,2.86841653852077760E-04,3.03783603107302298E-03,9.00431980029887372E-09
1.17300000000000000E+03,7.31230840838703741E-10,1.17590573291012131E-02,1.23412634081992065E-07,3.79799871592926691E-02,1.27307983807751863E-08,3.94240284824360319E-03,5.91077627599134720E-09,2.00011051328687246E-03,7.57161593533245479E-11,9.32292600308583120E-14,1.58217749066894748E-05,2.61787329235772638E-11,2.30017456622936928E-08,1.35248007488130884E-05,9.35330804507725803E-06,3.33113034476243551E-08,1.05970819558948582E-16,8.56013255208400140E-10,2.52804488276226459E-07,2.86841653944096384E-04,3.03783603690119079E-03,8.52699743591247314E-09
1.19000000000000000E+03,6.92468018624044668E-10,1.17590573047448559E-02,1.16870484157245098E-07,3.79799872386004725E-02,1.20559334880221046E-08,3.94240269132711124E-03,5.59744368986761032E-09,2.00011047582497169E-03,7.17024232118428724E-11,8.82871319016383164E-14,1.58217773514112747E-05,2.47909933013564929E-11,2.30017456622936928E-08,1.35248018719996829E-05,9.35330987865560469E-06,3.33112996834656630E-08,9.50335100003638592E-17,8.10635670613221300E-10,2.53138428081079493E-07,2.86841654033355550E-04,3.03783604244128999E-03,8.07497810817252210E-09
1.20700000000000000E+03,6.55760028236602253E-10,1.17590572816824324E-02,1.10675136039006615E-07,3.79799873139904376E-02,1.14168434870349997E-08,3.94240254276567899E-03,5.30072099368921347E-09,2.00011044036448081E-03,6.79014561205971494E-11,8.36069888761127293E-14,1.58217796664290201E-05,2.34768177773885988E-11,2.30017456622936928E-08,1.35248029357740194E-05,9.35331161501566183E-06,3.33112961192335736E-08,8.52250461237485422E-17,7.67663568853764136E-10,2.53454665611288290E-07,2.86841654119889195E-04,3.03783604770748502E-03,7.64692049373111252E-09
1.22400000000000000E+03,6.20997942263470611E-10,1.17590572598452042E-02,1.04808205635218949E-07,3.79799873856550424E-02,1.08116319321768390E-08,3.94240240211444787E-03,5.01972768973006351E-09,2.00011040679848057E-03,6.43019791753246132E-11,7.91749429186944590E-14,1.58217818586245995E-05,2.22323067428752437E-11,2.30017456622936928E-08,1.35248039432786511E-05,9.35331325931221953E-06,3.33112927443084311E-08,7.64289192039103444E-17,7.26969434378615502E-10,2.53754139271093250E-07,2.86841654203735536E-04,3.03783605271324602E-03,7.24155437327963248E-09
1.24100000000000000E+03,5.88078607575403355E-10,1.17590572391680845E-02,9.92522834012423280E-08,3.79799874537773904E-02,1.02385029096412750E-08,3.94240226895223658E-03,4.75362995590514503E-09,2.00011037502576114E-03,6.08933113642112177E-11,7.49778422148113652E-14,1.58217839345138782E-05,2.10537673034072647E-11,2.30017456622936928E-08,1.35248048974900873E-05,9.35331481642641020E-06,3.33112895486362787E-08,6.85406454268604950E-17,6.88432511283895653E-10,2.54037737719572290E-07,2.86841654284935991E-04,3.03783605747138348E-03,6.85767686230010423E-09
1.25800000000000000E+03,5.56904339229809969E-10,1.17590572195894385E-02,9.39908826787518990E-08,3.79799875185316479E-02,9.69575570816733932E-09,3.94240214288030157E-03,4.50163817146426901E-09,2.00011034495052196E-03,5.76653378740580779E-11,7.10032321424084514E-14,1.58217859002675861E-05,1.99377023215098135E-11,2.30017456622936928E-08,1.35248058012272842E-05,9.35331629098077892E-06,3.33112865226961552E-08,6.14665248061115361E-17,6.51938444981779305E-10,2.54306302507650970E-07,2.86841654363535444E-04,3.03783606199408513E-03,6.49414884162390832E-09
1.27500000000000000E+03,5.27382630600072409E-10,1.17590572010509119E-02,8.90083907732068234E-08,3.79799875800834463E-02,9.18177977226718844E-09,3.94240202352112105E-03,4.26300457385107019E-09,2.00011031648207865E-03,5.46084800764827358E-11,6.72393183124928167E-14,1.58217877617289665E-05,1.88808000399872680E-11,2.30017456622936928E-08,1.35248066571601117E-05,9.35331768735274283E-06,3.33112836574729894E-08,5.51225281725394301E-17,6.17378942864303149E-10,2.54560630575323340E-07,2.86841654439581439E-04,3.03783606629293981E-03,6.14989157720777921E-09
1.29200000000000000E+03,4.99425878871023731E-10,1.17590571834972520E-02,8.42900226247192335E-08,3.79799876385903470E-02,8.69504992299030603E-09,3.94240191051727692E-03,4.03702103977397400E-09,2.00011028953459144E-03,5.17136671051007079E-11,6.36749315690162356E-14,1.58217895244309064E-05,1.78799242552880659E-11,2.30017456622936928E-08,1.35248074678172764E-05,9.35331900968749653E-06,3.33112809444311181E-08,4.94332990349021762E-17,5.84651452955517972E-10,2.54801476616494335E-07,2.86841654513123739E-04,3.03783607037896950E-03,5.82388351909664631E-09
1.30900000000000000E+03,4.72951125086017222E-10,1.17590571668761308E-02,7.98217769348460636E-08,3.79799876942021955E-02,8.23412183204136076E-09,3.94240180353038188E-03,3.82301698390452709E-09,2.00011026402680545E-03,4.89723089393542081E-11,6.02994948442162930E-14,1.58217911936136902E-05,1.69321050117384330E-11,2.30017456622936928E-08,1.35248082355935524E-05,9.35332026191080394E-06,3.33112783754865512E-08,4.43312585089123473E-17,5.53658859598409311E-10,2.55029555318460620E-07,2.86841654584214008E-04,3.03783607426265714E-03,5.51515727007453667E-09
